ID,Template,Plan,Filled_Template,Filled_Plan
20,user: I'm looking for some <ATTRACTION_TYPE_2> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Social attractions in Las Vegas.,"attractions = search_attractions(city=""Las Vegas"", type=[""Social""])
save_to_cache(key=""attractions"", value=attractions)"
20,assistant: We have a lot of great <ATTRACTION_TYPE_2> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Social spots in Las Vegas. Are you interested in anything specific?,
20,user: Not really,"attractions = get_results_from_cache(key=""attractions"")",user: Not really,"attractions = get_results_from_cache(key=""attractions"")"
20,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Summerlin?",
20,"user: No, I haven't. What's there?","neighborhood_attractions = filter_attractions(prior_results=get_results_from_cache(key=""attractions""), neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""neighborhood_attractions"", value=neighborhood_attractions)","user: No, I haven't. What's there?","neighborhood_attractions = filter_attractions(prior_results=get_results_from_cache(key=""attractions""), neighborhood=[""Summerlin""])
save_to_cache(key=""neighborhood_attractions"", value=neighborhood_attractions)"
21,"assistant: Hi, how can I help you today? Are you looking for a short or long trip?",,"assistant: Hi, how can I help you today? Are you looking for a short or long trip?",
21,user: I'm looking for <ATTRACTION_TYPE_1> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for Art attractions in NV.,"attractions = search_attractions(type=[""Art""], state=""NV"")
save_to_cache(key=""attractions"", value=attractions)"
21,assistant: <STATE_1> has a rich history and culture. What specific type of <ATTRACTION_TYPE_1> attractions are you interested in?,,assistant: NV has a rich history and culture. What specific type of Art attractions are you interested in?,
21,"user: I'm not sure, just give me all for now","attractions = get_results_from_cache(key=""attractions"")","user: I'm not sure, just give me all for now","attractions = get_results_from_cache(key=""attractions"")"
21,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in <STATE_1>?",,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in NV?",
21,"user: Yes, I am. Infact, I am thinking of going to <CITY_1> for sure.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city=""<CITY_1>"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Yes, I am. Infact, I am thinking of going to Las Vegas for sure.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city=""Las Vegas"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
22,assistant: Hello! How can I assist you?,,assistant: Hello! How can I assist you?,
22,user: I'm planning a trip to <STATE_1> and I want to find some <ATTRACTION_TYPE_2> attractions.,"attractions = search_attractions(state=""<STATE_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to GA and I want to find some Culinary attractions.,"attractions = search_attractions(state=""GA"", type=[""Culinary""])
save_to_cache(key=""attractions"", value=attractions)"
22,assistant: <STATE_1> has a lot to offer. Are you looking at a specific city or region?,,assistant: GA has a lot to offer. Are you looking at a specific city or region?,
22,"user: Not really, I'm flexible. Give me anything","attractions = get_results_from_cache(key=""attractions"")","user: Not really, I'm flexible. Give me anything","attractions = get_results_from_cache(key=""attractions"")"
22,assistant: There are several. Let me see what I can find for you.,,assistant: There are several. Let me see what I can find for you.,
22,"user: Great, thanks!",,"user: Great, thanks!",
23,assistant: Hello! Are you looking for something to do in your free time?,,assistant: Hello! Are you looking for something to do in your free time?,
23,"user: Yeah, I'm thinking of visiting some <ATTRACTION_TYPE_1> attractions in <CITY_2>.","attractions = search_attractions(city=""<CITY_2>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)","user: Yeah, I'm thinking of visiting some Cultural attractions in Anchorage.","attractions = search_attractions(city=""Anchorage"", type=[""Cultural""])
save_to_cache(key=""attractions"", value=attractions)"
23,assistant: <CITY_2> has a lot of great <ATTRACTION_TYPE_1> spots. Have you considered <CITY_2_NEIGHBORHOOD_1>?,,assistant: Anchorage has a lot of great Cultural spots. Have you considered Downtown Anchorage?,
23,"user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_2_NEIGHBORHOOD_1>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Downtown Anchorage""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
23,assistant: It's a great area with a lot of <ATTRACTION_TYPE_1> attractions. I can give you some recommendations.,,assistant: It's a great area with a lot of Cultural attractions. I can give you some recommendations.,
23,"user: Okay, that sounds good.","filtered_attractions = get_results_from_cache(key=""filtered_attractions"")","user: Okay, that sounds good.","filtered_attractions = get_results_from_cache(key=""filtered_attractions"")"
24,assistant: Hello! Are you looking for something to do in your free time?,,assistant: Hello! Are you looking for something to do in your free time?,
24,"user: Yeah, I'm thinking of visiting some <ATTRACTION_TYPE_2> attractions in <CITY_2>.","attractions = search_attractions(city=""<CITY_2>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)","user: Yeah, I'm thinking of visiting some Scenic attractions in San Antonio.","attractions = search_attractions(city=""San Antonio"", type=[""Scenic""])
save_to_cache(key=""attractions"", value=attractions)"
24,assistant: <CITY_2> has a lot of great <ATTRACTION_TYPE_2> spots. Have you considered <CITY_2_NEIGHBORHOOD_1>?,,assistant: San Antonio has a lot of great Scenic spots. Have you considered Downtown San Antonio?,
24,"user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_2_NEIGHBORHOOD_1>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Downtown San Antonio""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
24,assistant: It's a great area with a lot of <ATTRACTION_TYPE_2> attractions. I can give you some recommendations.,,assistant: It's a great area with a lot of Scenic attractions. I can give you some recommendations.,
24,"user: Okay, that sounds good.","filtered_attractions = get_results_from_cache(key=""filtered_attractions"")","user: Okay, that sounds good.","filtered_attractions = get_results_from_cache(key=""filtered_attractions"")"
25,assistant: Hello! Are you looking for something to do in your free time?,,assistant: Hello! Are you looking for something to do in your free time?,
25,"user: Yeah, I'm thinking of visiting some <ATTRACTION_TYPE_1> attractions in <CITY_2>.","attractions = search_attractions(city=""<CITY_2>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)","user: Yeah, I'm thinking of visiting some Guided attractions in San Antonio.","attractions = search_attractions(city=""San Antonio"", type=[""Guided""])
save_to_cache(key=""attractions"", value=attractions)"
25,assistant: <CITY_2> has a lot of great <ATTRACTION_TYPE_1> spots. Have you considered <CITY_2_NEIGHBORHOOD_1>?,,assistant: San Antonio has a lot of great Guided spots. Have you considered Downtown San Antonio?,
25,"user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_2_NEIGHBORHOOD_1>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Actually, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Downtown San Antonio""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
25,assistant: It's a great area with a lot of <ATTRACTION_TYPE_1> attractions. I can give you some recommendations.,,assistant: It's a great area with a lot of Guided attractions. I can give you some recommendations.,
25,"user: Okay, that sounds good.","attractions = get_results_from_cache(key=""attractions"")","user: Okay, that sounds good.","attractions = get_results_from_cache(key=""attractions"")"
26,assistant: Hi there! How can I assist you?,,assistant: Hi there! How can I assist you?,
26,user: I'm looking for some <ATTRACTION_TYPE_1> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Social attractions in Colorado Springs.,"attractions = search_attractions(city=""Colorado Springs"", type=[""Social""])
save_to_cache(key=""attractions"", value=attractions)"
26,assistant: We have a lot of great <ATTRACTION_TYPE_1> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Social spots in Colorado Springs. Are you interested in anything specific?,
26,"user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")","user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")"
26,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Old Colorado City?",
26,"user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Old Colorado City""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
27,assistant: Hello! What brings you here today?,,assistant: Hello! What brings you here today?,
27,user: I'm planning a trip to <STATE_2> and I want to find some <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions.,"attractions = search_attractions(state=""<STATE_2>"", type=[""<ATTRACTION_TYPE_1>"", ""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to GA and I want to find some Cultural and Social attractions.,"attractions = search_attractions(state=""GA"", type=[""Cultural"", ""Social""])
save_to_cache(key=""attractions"", value=attractions)"
